b'Van Pelt Library always looking like a furniture store. https://t.co/zjARvmjZw6'
b'The @Penn Class of 2019 Spring Commencement. Congratulations to all the graduating Quakers!! \xf0\x9f\x94\xb4\xf0\x9f\x94\xb5 https://t.co/fU7MhYvmBz'
"b'Fame, fame, fame \xf0\x9f\x98\x86\n#penngrad https://t.co/Dw7SVzqA2Q'"
b'#throwback to a year ago today with @BellyTheBand Feeding the Tree at a #NonComm #FreeAtNoon 2018 at @WorldCafeLive #Philly. https://t.co/65rmCRZVEv'
b'Beautiful day in Philadelphia for graduation https://t.co/0NWqQuheRM'
b'It\xe2\x80\x99s a great morning for commencement! #PennGrad https://t.co/Eu32gkNQxV'
b'Hanging out in the park! Hey @latinoactivist !!! https://t.co/An4VxxwBk3'
b'https://t.co/FaXr1m7uti.\n#rockthecause https://t.co/xStMgLS1LI'
"b'OPEN today til 8pm and Monday opening early at 12pm-11pm for Grad weekend \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbd Come see what Scottie and Taylor are looking at (nothing), &amp; when you\xe2\x80\x99re sufficiently underwhelmed by that, make up for it with amazing beer and incredible hand-tossed pizza on this beautiful day \xf0\x9f\x98\x8e\xf0\x9f\x8d\xbb\xf0\x9f\x8d\x95 https://t.co/yPYV26t5M3'"
b'The Shack\xf0\x9f\x93\x8d https://t.co/rMr0UxXF3d'
"b'Warm weather calls for hydration! Take #PennPride with you, where ever you go! \xf0\x9f\x8c\x9e \n\n#commencement #graduation #grad #graduate #alumni #alumniweekend #grad2019 #graduation2019 #weekend #weekendvibes #potd #sunday #giftideas #philadelphia #travel #summer #beautifulday #college https://t.co/8DKU2k3v2G'"
b'Celebrating my #whartongrad @RumuWonodi https://t.co/d23p93kMMn'
b'We love our #whartongrad https://t.co/ueRCTRiKfx'
b'@LeeChildReacher #bluemoon #JackReacher https://t.co/CPrRBzRevE'
b'Thankful\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/cQn3Cdm7sQ'
b'My #WhartonGrad https://t.co/8K1dPgl94m'
b'A force de vivre dans les Ardennes et d\xe2\x80\x99\xc3\xaatre ostracis\xc3\xa9 par les notables/d\xc3\xa9cideurs locaux j\xe2\x80\x99en oublie des fois que j\xe2\x80\x99ai obtenu un des meilleurs MBA au monde. \nWonderful 25th reunion @Wharton \nJ\xe2\x80\x99ai m\xc3\xaame trouv\xc3\xa9 un sweat \xc3\xa0 capuche\xf0\x9f\x98\x89\nTime to move on and do things where it matters \xf0\x9f\x91\x8d https://t.co/hVZWQVMcz6'
b'My sister is amazing!\nI am so proud! https://t.co/1rmfv20WMu'
b'Voters LOVE the pins! Two and half days til Tuesday! https://t.co/WEgqSAf9Kq'
b'Hipster Rameses? \xf0\x9f\x98\x8e\n#InternationalMuseumDay https://t.co/qQl06m8HLK'
"b'@beanlene @rodinmuseum I\xe2\x80\x99m surprisingly not in florals today, so i\xe2\x80\x99m hanging out in them! \xf0\x9f\x98\x82 I\xe2\x80\x99m glad the other beardy floral guys are out and made you think of me! \xf0\x9f\x8c\xba https://t.co/3doLxfDOJK'"
"b'Congratulations to our Manager of Innovation, @ambravenscroft, as she graduated this morning from @PennGSE with her Masters in Education Entrepreneurship. https://t.co/N1QpfWU0o8'"
b'Celebrating the 20th Anniversary of our @Wharton MBA graduation #WhartonReunion https://t.co/kCH4KSgBEf'
b'Made it back to #TheButton \xe2\x81\xa6@Pennalumni\xe2\x81\xa9 \xe2\x81\xa6@UPenn1994\xe2\x81\xa9 #94More 25th reunion with \xe2\x81\xa6@NehalGusani\xe2\x81\xa9 #CollegeGreen https://t.co/hnDGAtEmLa'
b'I went to the best school in the world. It\xe2\x80\x99s where I grew more than I ever did and met friends that have quickly turned into family. My anxiety this week has been completely out of control so coming back for my 5 year reunion has been amazing and was just the vibe I needed. https://t.co/gPVDU5tnp4'
b'So proud of you today and always #PennEngGrad https://t.co/SXcOZdpNIO'
b'#94More \xe2\x81\xa6@Pennalumni\xe2\x81\xa9 25th reunion - reminiscing with #BenFranklin https://t.co/nom85IBBNx'
"b'Kicking off our final panel for #PABJMediaAccess2019: TV, Print, and Radio https://t.co/I3V3R8Dbrr'"
b'#AntiquitiesRoadshow at the @pennmuseum today for #InternationalMuseumDay \nAny guesses on the 2000yr old carnelian/amethyst necklaces? I\xe2\x80\x99d like some for semi-formal occasions \xf0\x9f\x92\x81\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\ncc: @TheS_Squared https://t.co/AyfJxumk3s'
b'#PABJMediaAccess2019 \xe2\x80\x9cWe\xe2\x80\x99re not on the city payroll but we are public servants.\xe2\x80\x9d -\xe2\x81\xa6@darrylcmurphy\xe2\x81\xa9 on the importance of maintaining good reporter &amp; community relations \xe2\x81\xa6@pabj\xe2\x81\xa9 #PABJunity https://t.co/Fqbc7xy8pv'
"b'Attending Understanding Tourette Syndrome for parents/children today at Children\xe2\x80\x99s Hospital of Philadelphia with Tourette Association of America Scientific Advisory Board member Marc Schmidt, Ph.D. #Touretteawareness @TouretteAssn #Tourettesyndrome #Tourette #Neurology #CHOP https://t.co/w0VOnYQqqg'"
b'\xe2\x80\x9cMake sure your voice is heard with the institution\xe2\x80\x9d-@darrylcmurphy #PABJMediaAccess2019 https://t.co/8vLs5n6elN'
b'@pabj\xe2\x80\x99s Community + Diversity panel features my @WHYY fam @darrylcmurphy! #PABJMediaAccess2019 https://t.co/kTcAEcTSyV'
b'Come out to the One Africa! One Nation! Marketplace and Uhuru Flea Market happening right now on this beautiful sunny day in West Philly\xe2\x80\x99s Clark Park at 43rd &amp; Chester until 5pm!\n#OAONMarketplace\n#UhuruFleaMarket \n#BuyBlackPower https://t.co/4WlgAGhGJo'
b'Quick break for lunch! Next up is the Community &amp; Diversity Panel Discussion. #PABJMediaAccess2019 https://t.co/bSqPSIQKoM'
b'#PABJMediaAccess2019 Local social media gurus \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbb\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbb sharing their secret tools with the community on go-to apps they use to get stories across different platforms. #PABJUnity @pabj https://t.co/FJ8NCFkxyH'
b'Annual Conversation with Dr. Gutmann. Look for me if you have a question for the President! #PennAlumni #LovePenn https://t.co/6dXfzNKUPa'
b'.@AdamMGrant Thanks for sharing how leaders can foster #psychologicalsafety by sharing their own areas for growth with their teams. #whartonreunion https://t.co/uYXgEgCTHA'
b'https://t.co/K1ghuxcOQ5'
b'https://t.co/dh0FwTRcQG'
b'https://t.co/lzd8qoOaDb'
b'Philly!!!!! Behind the building lies the Sun..... https://t.co/RXEtOAf4ni'
b'Today we\xe2\x80\x99re helping teach the community how to get their stories told in mass media! But most importantly..we have @beilersdonuts !!! Come thruuu \xf0\x9f\x98\x85\xf0\x9f\x8d\xa9 #PABJMediaAccess2019 @pabj https://t.co/4QWr6VhsrU'
